,cos_scores,sorted_snippets
3121,"tensor([0.2052, 0.1383, 0.3049, 0.2427, 0.8652, 0.6115])","tensor([4, 5, 2, 3, 0, 1])"
3122,"tensor([0.4924, 0.6484, 0.2687, 0.5235, 0.4691, 0.2536])","tensor([1, 3, 0, 4, 2, 5])"
3123,"tensor([0.1823, 0.1231, 0.5858, 0.2762, 0.3215, 0.1172, 0.1609])","tensor([2, 4, 3, 0, 6, 1, 5])"
3124,"tensor([0.4335, 0.1765, 0.2101, 0.5829, 0.7493, 0.6378])","tensor([4, 5, 3, 0, 2, 1])"
3125,"tensor([0.1296, 0.0658, 0.1538, 0.2190, 0.3176, 0.0335])","tensor([4, 3, 2, 0, 1, 5])"
3126,"tensor([0.1377, 0.4137, 0.3213, 0.6117, 0.1600])","tensor([3, 1, 2, 4, 0])"
3127,"tensor([0.2608, 0.2335, 0.4044, 0.8440, 0.1605])","tensor([3, 2, 0, 1, 4])"
3128,"tensor([0.2342, 0.1574, 0.1697, 0.1527, 0.3743])","tensor([4, 0, 2, 1, 3])"
3129,"tensor([0.2688, 0.1397, 0.1285, 0.1559, 0.1028, 0.2469, 0.0918, 0.3609, 0.4657])","tensor([8, 7, 0, 5, 3, 1, 2, 4, 6])"
3130,"tensor([0.1909, 0.4232, 0.4181, 0.7460, 0.5233, 0.4548])","tensor([3, 4, 5, 1, 2, 0])"
3131,"tensor([ 0.0876,  0.4081,  0.4861,  0.8899,  0.1314, -0.0173,  0.0982,  0.1353,
         0.0516])","tensor([3, 2, 1, 7, 4, 6, 0, 8, 5])"
3132,"tensor([0.1056, 0.0359, 0.0444, 0.0816, 0.1202, 0.0368, 0.1296])","tensor([6, 4, 0, 3, 2, 5, 1])"
3133,"tensor([0.6505, 0.1792, 0.6621, 0.1876, 0.1488, 0.0783])","tensor([2, 0, 3, 1, 4, 5])"
3134,"tensor([0.2830, 0.6294, 0.3702, 0.4484, 0.5156])","tensor([1, 4, 3, 2, 0])"
3135,"tensor([0.0827, 0.2573, 0.0614, 0.0878, 0.5980, 0.4668])","tensor([4, 5, 1, 3, 0, 2])"
3136,"tensor([0.2118, 0.3173, 0.2682, 0.6523, 0.2932, 0.1888, 0.1467])","tensor([3, 1, 4, 2, 0, 5, 6])"
3137,"tensor([0.2215, 0.3464, 0.7461, 0.3587, 0.3902, 0.1930])","tensor([2, 4, 3, 1, 0, 5])"
3138,"tensor([0.2030, 0.1765, 0.1404, 0.5735, 0.1306, 0.1319])","tensor([3, 0, 1, 2, 5, 4])"
3139,"tensor([0.6797, 0.5006, 0.6111, 0.6798, 0.6348, 0.7316, 0.6551, 0.3221])","tensor([5, 3, 0, 6, 4, 2, 1, 7])"
3140,"tensor([0.1128, 0.2109, 0.1921, 0.2602, 0.7622, 0.8920])","tensor([5, 4, 3, 1, 2, 0])"
3141,"tensor([ 0.0896,  0.4957,  0.5170,  0.4013,  0.0547, -0.0057,  0.0651,  0.2440,
        -0.0318])","tensor([2, 1, 3, 7, 0, 6, 4, 5, 8])"
3142,"tensor([0.2135, 0.2215, 0.2112, 0.1888, 0.1620, 0.2196, 0.1629, 0.6050])","tensor([7, 1, 5, 0, 2, 3, 6, 4])"
3143,"tensor([0.6618, 0.1225, 0.1082, 0.0912, 0.2727, 0.3599, 0.6953, 0.3568])","tensor([6, 0, 5, 7, 4, 1, 2, 3])"
3144,"tensor([0.7741, 0.3190, 0.6422, 0.1747, 0.3199, 0.1595, 0.1799])","tensor([0, 2, 4, 1, 6, 3, 5])"
3145,"tensor([0.2121, 0.2593, 0.2329, 0.2188, 0.6641])","tensor([4, 1, 2, 3, 0])"
3146,"tensor([0.1280, 0.4514, 0.1724, 0.1615, 0.1863, 0.1672])","tensor([1, 4, 2, 5, 3, 0])"
3147,"tensor([0.2343, 0.1637, 0.1458, 0.1327, 0.1321, 0.6638, 0.2165, 0.4690, 0.8107])","tensor([8, 5, 7, 0, 6, 1, 2, 3, 4])"
3148,"tensor([0.7714, 0.7654, 0.2292, 0.5248, 0.5501, 0.5416, 0.0818, 0.0477])","tensor([0, 1, 4, 5, 3, 2, 6, 7])"
3149,"tensor([0.2541, 0.4331, 0.4285, 0.4904, 0.5422])","tensor([4, 3, 1, 2, 0])"
3150,"tensor([0.1079, 0.2973, 0.0138, 0.0486, 0.1069, 0.1315])","tensor([1, 5, 0, 4, 3, 2])"
3151,"tensor([0.4817, 0.5883, 0.7343, 0.6605, 0.6403, 0.4606, 0.2355, 0.2279, 0.4967])","tensor([2, 3, 4, 1, 8, 0, 5, 6, 7])"
3152,"tensor([0.2288, 0.3590, 0.8335, 0.6656, 0.2960])","tensor([2, 3, 1, 4, 0])"
3153,"tensor([0.1666, 0.1136, 0.2861, 0.7158, 0.8658])","tensor([4, 3, 2, 0, 1])"
3154,"tensor([0.1614, 0.3300, 0.5441, 0.8219, 0.5165, 0.1494, 0.2132, 0.5621])","tensor([3, 7, 2, 4, 1, 6, 0, 5])"
3155,"tensor([0.6232, 0.3244, 0.1503, 0.1971, 0.1083, 0.1282])","tensor([0, 1, 3, 2, 5, 4])"
3156,"tensor([0.2230, 0.2265, 0.4436, 0.2176, 0.6263, 0.6152, 0.8102, 0.5954])","tensor([6, 4, 5, 7, 2, 1, 0, 3])"
3157,"tensor([0.2423, 0.1047, 0.1226, 0.6769, 0.2649])","tensor([3, 4, 0, 2, 1])"
3158,"tensor([0.1344, 0.3379, 0.5650, 0.3083, 0.1990, 0.4336, 0.2640, 0.3344])","tensor([2, 5, 1, 7, 3, 6, 4, 0])"
3159,"tensor([ 0.1630,  0.0491,  0.1335,  0.1440, -0.0294,  0.0293])","tensor([0, 3, 2, 1, 5, 4])"
3160,"tensor([0.2155, 0.3467, 0.3404, 0.1047, 0.3573, 0.3752, 0.5986])","tensor([6, 5, 4, 1, 2, 0, 3])"
3161,"tensor([0.4408, 0.2919, 0.2645, 0.2891, 0.9387, 0.5295, 0.4522])","tensor([4, 5, 6, 0, 1, 3, 2])"
3162,"tensor([0.0914, 0.4258, 0.3323, 0.0550, 0.1567, 0.3680, 0.0024])","tensor([1, 5, 2, 4, 0, 3, 6])"
3163,"tensor([0.1206, 0.1882, 0.1625, 0.2396, 0.3295, 0.8522])","tensor([5, 4, 3, 1, 2, 0])"
3164,"tensor([0.3375, 0.7643, 0.4687, 0.4370, 0.4031])","tensor([1, 2, 3, 4, 0])"
3165,"tensor([0.3052, 0.2334, 0.1524, 0.3646, 0.5722, 0.2488, 0.1955, 0.0861, 0.1630])","tensor([4, 3, 0, 5, 1, 6, 8, 2, 7])"
3166,"tensor([0.2204, 0.7913, 0.8135, 0.5990, 0.4522, 0.6213])","tensor([2, 1, 5, 3, 4, 0])"
3167,"tensor([0.1799, 0.2419, 0.3017, 0.1276, 0.1420, 0.1979, 0.1685, 0.1685, 0.7584])","tensor([8, 2, 1, 5, 0, 6, 7, 4, 3])"
3168,"tensor([0.2877, 0.2789, 0.3821, 0.3386, 0.2772, 0.3211, 0.1337, 0.1432, 0.1512])","tensor([2, 3, 5, 0, 1, 4, 8, 7, 6])"
3169,"tensor([0.3572, 0.1989, 0.0942, 0.0786, 0.7975, 0.2627])","tensor([4, 0, 5, 1, 2, 3])"
3170,"tensor([0.3603, 0.5489, 0.8739, 0.4251, 0.0654, 0.0476, 0.1334])","tensor([2, 1, 3, 0, 6, 4, 5])"
3171,"tensor([0.1816, 0.1443, 0.1592, 0.1179, 0.1089, 0.1049, 0.1545, 0.1726, 0.7902])","tensor([8, 0, 7, 2, 6, 1, 3, 4, 5])"
3172,"tensor([0.1970, 0.7661, 0.0756, 0.0815, 0.1456, 0.1589, 0.1401])","tensor([1, 0, 5, 4, 6, 3, 2])"
3173,"tensor([0.0475, 0.8050, 0.1255, 0.2546, 0.1383])","tensor([1, 3, 4, 2, 0])"
3174,"tensor([0.6793, 0.1929, 0.0606, 0.5566, 0.0992, 0.2157])","tensor([0, 3, 5, 1, 4, 2])"
3175,"tensor([0.0301, 0.0993, 0.1172, 0.1091, 0.1606, 0.1370, 0.6460])","tensor([6, 4, 5, 2, 3, 1, 0])"
3176,"tensor([0.2836, 0.2529, 0.2581, 0.2080, 0.1881, 0.0838, 0.1190, 0.5778])","tensor([7, 0, 2, 1, 3, 4, 6, 5])"
3177,"tensor([0.6281, 0.1399, 0.2684, 0.3438, 0.2988])","tensor([0, 3, 4, 2, 1])"
3178,"tensor([0.1312, 0.2344, 0.2119, 0.4719, 0.4608, 0.1170])","tensor([3, 4, 1, 2, 0, 5])"
3179,"tensor([0.5531, 0.2593, 0.0465, 0.1494, 0.0766, 0.0237])","tensor([0, 1, 3, 4, 2, 5])"
3180,"tensor([0.2916, 0.1334, 0.3391, 0.3064, 0.1167, 0.2535, 0.1816, 0.1654])","tensor([2, 3, 0, 5, 6, 7, 1, 4])"
3181,"tensor([0.1377, 0.4137, 0.3521, 0.6117, 0.1600])","tensor([3, 1, 2, 4, 0])"
3182,"tensor([0.1642, 0.0961, 0.1011, 0.3893, 0.0514, 0.0657, 0.1142, 0.7182])","tensor([7, 3, 0, 6, 2, 1, 5, 4])"
3183,"tensor([0.5758, 0.5722, 0.5627, 0.8024, 0.5301])","tensor([3, 0, 1, 2, 4])"
3184,"tensor([0.3655, 0.1338, 0.2033, 0.1972, 0.7172, 0.2037, 0.2583, 0.2807, 0.1934])","tensor([4, 0, 7, 6, 5, 2, 3, 8, 1])"
3185,"tensor([0.3742, 0.3182, 0.2725, 0.3088, 0.3519, 0.7324])","tensor([5, 0, 4, 1, 3, 2])"
3186,"tensor([0.1449, 0.1718, 0.1567, 0.2413, 0.1886, 0.1058, 0.5730, 0.1571])","tensor([6, 3, 4, 1, 7, 2, 0, 5])"
3187,"tensor([ 0.0613, -0.0604,  0.0913,  0.4129,  0.1821,  0.1425,  0.1319,  0.6989,
         0.0327])","tensor([7, 3, 4, 5, 6, 2, 0, 8, 1])"
3188,"tensor([0.0430, 0.1148, 0.1022, 0.2288, 0.3318, 0.2160])","tensor([4, 3, 5, 1, 2, 0])"
3189,"tensor([ 0.2295,  0.0559,  0.1053,  0.4757,  0.3457,  0.0689,  0.0233, -0.0237,
         0.0294])","tensor([3, 4, 0, 2, 5, 1, 8, 6, 7])"
3190,"tensor([0.0510, 0.0768, 0.1536, 0.1608, 0.1219, 0.1629, 0.6791, 0.2182])","tensor([6, 7, 5, 3, 2, 4, 1, 0])"
3191,"tensor([0.1301, 0.3213, 0.0433, 0.1410, 0.1796, 0.7494, 0.4711])","tensor([5, 6, 1, 4, 3, 0, 2])"
3192,"tensor([0.2377, 0.1126, 0.2426, 0.2386, 0.1774, 0.2292])","tensor([2, 3, 0, 5, 4, 1])"
3193,"tensor([0.0130, 0.7543, 0.6686, 0.2027, 0.1771, 0.1431, 0.2100, 0.0169, 0.0961])","tensor([1, 2, 6, 3, 4, 5, 8, 7, 0])"
3194,"tensor([0.2957, 0.0394, 0.0394, 0.0394, 0.2402, 0.2382, 0.2309])","tensor([0, 4, 5, 6, 1, 2, 3])"
3195,"tensor([0.1866, 0.1923, 0.2619, 0.2126, 0.2808, 0.5303])","tensor([5, 4, 2, 3, 1, 0])"
3196,"tensor([0.4870, 0.7568, 0.2860, 0.1802, 0.1738, 0.2097, 0.2757])","tensor([1, 0, 2, 6, 5, 3, 4])"
3197,"tensor([0.2395, 0.7155, 0.7827, 0.3164, 0.3331, 0.2258, 0.1252, 0.1037])","tensor([2, 1, 4, 3, 0, 5, 6, 7])"
3198,"tensor([0.3069, 0.1401, 0.4375, 0.5492, 0.0386, 0.0810, 0.0995])","tensor([3, 2, 0, 1, 6, 5, 4])"
3199,"tensor([0.1941, 0.3989, 0.3538, 0.5917, 0.4943, 0.4801, 0.3812])","tensor([3, 4, 5, 1, 6, 2, 0])"
3200,"tensor([0.1215, 0.2313, 0.2743, 0.0097, 0.1944, 0.1348, 0.1070, 0.6414, 0.2874])","tensor([7, 8, 2, 1, 4, 5, 0, 6, 3])"
3201,"tensor([0.1750, 0.6821, 0.2835, 0.0584, 0.1308, 0.1770, 0.1874, 0.1198])","tensor([1, 2, 6, 5, 0, 4, 7, 3])"
3202,"tensor([0.3487, 0.2306, 0.4690, 0.2801, 0.1758, 0.2993, 0.2395, 0.2011])","tensor([2, 0, 5, 3, 6, 1, 7, 4])"
3203,"tensor([0.2797, 0.2297, 0.1699, 0.2033, 0.2062])","tensor([0, 1, 4, 3, 2])"
3204,"tensor([0.2286, 0.2271, 0.0477, 0.7104, 0.2884, 0.1867, 0.1121, 0.1497, 0.3506])","tensor([3, 8, 4, 0, 1, 5, 7, 6, 2])"
3205,"tensor([0.1061, 0.0784, 0.0992, 0.1567, 0.1336, 0.0583, 0.0412])","tensor([3, 4, 0, 2, 1, 5, 6])"
3206,"tensor([0.3560, 0.7811, 0.3395, 0.1513, 0.1965, 0.1504])","tensor([1, 0, 2, 4, 3, 5])"
3207,"tensor([0.3328, 0.2548, 0.7738, 0.1686, 0.2329, 0.2536, 0.2559, 0.1884])","tensor([2, 0, 6, 1, 5, 4, 7, 3])"
3208,"tensor([0.1675, 0.2325, 0.0902, 0.4958, 0.8275, 0.3546])","tensor([4, 3, 5, 1, 0, 2])"
3209,"tensor([0.7359, 0.7632, 0.1776, 0.2065, 0.4760])","tensor([1, 0, 4, 3, 2])"
3210,"tensor([0.2424, 0.0046, 0.6910, 0.3346, 0.4336, 0.2741, 0.2689, 0.3207, 0.1397])","tensor([2, 4, 3, 7, 5, 6, 0, 8, 1])"
3211,"tensor([0.0875, 0.1386, 0.1006, 0.2609, 0.1343, 0.6204, 0.5787])","tensor([5, 6, 3, 1, 4, 2, 0])"
3212,"tensor([0.7276, 0.8297, 0.3934, 0.1837, 0.1472, 0.0963, 0.1442])","tensor([1, 0, 2, 3, 4, 6, 5])"
3213,"tensor([0.1016, 0.2395, 0.2843, 0.2955, 0.7918, 0.7479])","tensor([4, 5, 3, 2, 1, 0])"
3214,"tensor([0.6579, 0.5729, 0.0625, 0.1479, 0.1683, 0.0861, 0.0218, 0.0759])","tensor([0, 1, 4, 3, 5, 7, 2, 6])"
3215,"tensor([0.2089, 0.1530, 0.0771, 0.2288, 0.1425, 0.3537, 0.0668, 0.1727, 0.1436])","tensor([5, 3, 0, 7, 1, 8, 4, 2, 6])"
3216,"tensor([0.6051, 0.1218, 0.6051, 0.3617, 0.4433, 0.4562, 0.3744, 0.3664])","tensor([0, 2, 5, 4, 6, 7, 3, 1])"
3217,"tensor([ 0.1407,  0.2040,  0.0865,  0.6663,  0.2416,  0.0638, -0.0192])","tensor([3, 4, 1, 0, 2, 5, 6])"
3218,"tensor([0.4229, 0.6096, 0.0944, 0.3703, 0.4831])","tensor([1, 4, 0, 3, 2])"
3219,"tensor([0.1912, 0.4138, 0.4802, 0.4182, 0.3677, 0.6749, 0.2908, 0.4814])","tensor([5, 7, 2, 3, 1, 4, 6, 0])"
3220,"tensor([0.1426, 0.6329, 0.8296, 0.6734, 0.5270])","tensor([2, 3, 1, 4, 0])"
3221,"tensor([0.5349, 0.1908, 0.1208, 0.5725, 0.3130, 0.6792])","tensor([5, 3, 0, 4, 1, 2])"
3222,"tensor([0.3743, 0.2616, 0.4410, 0.2110, 0.6897, 0.8146])","tensor([5, 4, 2, 0, 1, 3])"
3223,"tensor([0.6450, 0.5075, 0.5561, 0.5146, 0.6531, 0.6952])","tensor([5, 4, 0, 2, 3, 1])"
3224,"tensor([0.4224, 0.0880, 0.3619, 0.3666, 0.2111, 0.4109, 0.1741, 0.1741, 0.1741])","tensor([0, 5, 3, 2, 4, 6, 7, 8, 1])"
3225,"tensor([0.4249, 0.5331, 0.2694, 0.0816, 0.3646, 0.2709, 0.2279, 0.2389])","tensor([1, 0, 4, 5, 2, 7, 6, 3])"
3226,"tensor([0.2968, 0.4043, 0.3236, 0.6932, 0.1066, 0.3239])","tensor([3, 1, 5, 2, 0, 4])"
3227,"tensor([0.1205, 0.1545, 0.2046, 0.6363, 0.5480, 0.1545])","tensor([3, 4, 2, 5, 1, 0])"
3228,"tensor([0.1356, 0.3676, 0.6635, 0.1813, 0.1880, 0.0979, 0.0857, 0.1730])","tensor([2, 1, 4, 3, 7, 0, 5, 6])"
3229,"tensor([0.5519, 0.3966, 0.2952, 0.1856, 0.1330, 0.5016, 0.3058, 0.2674])","tensor([0, 5, 1, 6, 2, 7, 3, 4])"
3230,"tensor([0.1608, 0.2983, 0.1411, 0.3131, 0.1169, 0.9109, 0.2542])","tensor([5, 3, 1, 6, 0, 2, 4])"
3231,"tensor([0.0795, 0.0829, 0.1462, 0.2944, 0.5360, 0.6320])","tensor([5, 4, 3, 2, 1, 0])"
3232,"tensor([0.2719, 0.0657, 0.6933, 0.1853, 0.0853])","tensor([2, 0, 3, 4, 1])"
3233,"tensor([0.6372, 0.3885, 0.6076, 0.2601, 0.2942, 0.0206])","tensor([0, 2, 1, 4, 3, 5])"
3234,"tensor([0.2498, 0.2474, 0.4324, 0.2287, 0.2117])","tensor([2, 0, 1, 3, 4])"
3235,"tensor([0.5558, 0.1750, 0.1845, 0.1471, 0.1898, 0.3508])","tensor([0, 5, 4, 2, 1, 3])"
3236,"tensor([0.0500, 0.1984, 0.6570, 0.0643, 0.1519, 0.0987])","tensor([2, 1, 4, 5, 3, 0])"
3237,"tensor([0.2430, 0.2618, 0.2319, 0.1403, 0.5461])","tensor([4, 1, 0, 2, 3])"
3238,"tensor([0.1977, 0.2095, 0.4716, 0.3773, 0.3723, 0.3665, 0.0478, 0.3057, 0.2206])","tensor([2, 3, 4, 5, 7, 8, 1, 0, 6])"
3239,"tensor([0.0296, 0.1131, 0.4825, 0.7249, 0.6893, 0.0692, 0.1934, 0.1507])","tensor([3, 4, 2, 6, 7, 1, 5, 0])"
3240,"tensor([0.7329, 0.5049, 0.2586, 0.1649, 0.1981, 0.2988, 0.1911, 0.1302])","tensor([0, 1, 5, 2, 4, 6, 3, 7])"
3241,"tensor([0.2355, 0.4482, 0.6129, 0.4602, 0.2098])","tensor([2, 3, 1, 0, 4])"
3242,"tensor([0.5377, 0.1511, 0.1303, 0.1493, 0.1438, 0.0993])","tensor([0, 1, 3, 4, 2, 5])"
3243,"tensor([0.2264, 0.6782, 0.3153, 0.3664, 0.2497, 0.2482, 0.1308, 0.2898, 0.1228])","tensor([1, 3, 2, 7, 4, 5, 0, 6, 8])"
3244,"tensor([0.4715, 0.5478, 0.4518, 0.2895, 0.1097, 0.1608])","tensor([1, 0, 2, 3, 5, 4])"
3245,"tensor([0.2565, 0.2716, 0.1822, 0.6974, 0.1364, 0.2258, 0.2990, 0.3000])","tensor([3, 7, 6, 1, 0, 5, 2, 4])"
3246,"tensor([0.1095, 0.0901, 0.0881, 0.4226, 0.0410, 0.7541, 0.6547, 0.0324])","tensor([5, 6, 3, 0, 1, 2, 4, 7])"
3247,"tensor([0.1487, 0.1181, 0.0038, 0.8348, 0.1424, 0.1400, 0.3226])","tensor([3, 6, 0, 4, 5, 1, 2])"
3248,"tensor([0.0875, 0.0844, 0.1133, 0.4505, 0.0630])","tensor([3, 2, 0, 1, 4])"
3249,"tensor([0.1415, 0.1532, 0.2025, 0.1856, 0.0331, 0.6828])","tensor([5, 2, 3, 1, 0, 4])"
3250,"tensor([0.5000, 0.4671, 0.5414, 0.2745, 0.1036, 0.0024, 0.1078])","tensor([2, 0, 1, 3, 6, 4, 5])"
3251,"tensor([ 0.0771,  0.3545,  0.7196,  0.8020, -0.0009,  0.3929])","tensor([3, 2, 5, 1, 0, 4])"
3252,"tensor([0.2998, 0.2951, 0.5395, 0.2945, 0.3489, 0.1551, 0.3403, 0.0656, 0.0080])","tensor([2, 4, 6, 0, 1, 3, 5, 7, 8])"
3253,"tensor([0.1918, 0.2462, 0.3067, 0.7147, 0.6444, 0.2058, 0.3555, 0.2263, 0.4016])","tensor([3, 4, 8, 6, 2, 1, 7, 5, 0])"
3254,"tensor([0.2122, 0.3238, 0.6451, 0.7474, 0.6460, 0.7196, 0.1766])","tensor([3, 5, 4, 2, 1, 0, 6])"
3255,"tensor([0.6292, 0.7337, 0.4678, 0.4470, 0.4039, 0.3419])","tensor([1, 0, 2, 3, 4, 5])"
3256,"tensor([0.3960, 0.3973, 0.6240, 0.5889, 0.6148, 0.2067, 0.1700])","tensor([2, 4, 3, 1, 0, 5, 6])"
3257,"tensor([0.7596, 0.6595, 0.2745, 0.3206, 0.1763])","tensor([0, 1, 3, 2, 4])"
3258,"tensor([0.9022, 0.4041, 0.1887, 0.4021, 0.3462, 0.2746, 0.3517])","tensor([0, 1, 3, 6, 4, 5, 2])"
3259,"tensor([0.1579, 0.2778, 0.7187, 0.2373, 0.1373, 0.3252, 0.0153, 0.0238, 0.3487])","tensor([2, 8, 5, 1, 3, 0, 4, 7, 6])"
3260,"tensor([-0.0704,  0.2023,  0.4787,  0.4885,  0.5120,  0.6630,  0.2118,  0.1389,
         0.5132])","tensor([5, 8, 4, 3, 2, 6, 1, 7, 0])"
3261,"tensor([ 0.1701,  0.2171,  0.3246, -0.0016,  0.5219, -0.0958])","tensor([4, 2, 1, 0, 3, 5])"
3262,"tensor([0.5601, 0.2331, 0.4217, 0.8140, 0.6365])","tensor([3, 4, 0, 2, 1])"
3263,"tensor([0.4510, 0.6610, 0.4311, 0.2928, 0.2289, 0.2972, 0.2712, 0.2927, 0.2961])","tensor([1, 0, 2, 5, 8, 3, 7, 6, 4])"
3264,"tensor([0.6472, 0.2389, 0.2199, 0.2414, 0.1729, 0.0630, 0.6561, 0.6105, 0.6850])","tensor([8, 6, 0, 7, 3, 1, 2, 4, 5])"
3265,"tensor([0.1096, 0.2104, 0.1858, 0.2503, 0.2461, 0.0896, 0.0351, 0.0549, 0.8802])","tensor([8, 3, 4, 1, 2, 0, 5, 7, 6])"
3266,"tensor([0.2259, 0.1440, 0.6894, 0.2502, 0.2279, 0.0776, 0.1472, 0.1468, 0.0607])","tensor([2, 3, 4, 0, 6, 7, 1, 5, 8])"
3267,"tensor([0.7627, 0.0802, 0.2266, 0.2452, 0.2076, 0.0599, 0.1169, 0.1888, 0.1596])","tensor([0, 3, 2, 4, 7, 8, 6, 1, 5])"
3268,"tensor([0.5260, 0.4312, 0.6522, 0.0279, 0.1426, 0.5173, 0.7460, 0.2892])","tensor([6, 2, 0, 5, 1, 7, 4, 3])"
3269,"tensor([0.3052, 0.2334, 0.1524, 0.3646, 0.5722, 0.2488, 0.1955, 0.0861, 0.1630])","tensor([4, 3, 0, 5, 1, 6, 8, 2, 7])"
3270,"tensor([0.6714, 0.2162, 0.2825, 0.2478, 0.3047, 0.1974, 0.2511, 0.1683, 0.2695])","tensor([0, 4, 2, 8, 6, 3, 1, 5, 7])"
3271,"tensor([0.1455, 0.1489, 0.5711, 0.5773, 0.1355, 0.1817, 0.1967, 0.1530, 0.0942])","tensor([3, 2, 6, 5, 7, 1, 0, 4, 8])"
3272,"tensor([0.7089, 0.7405, 0.1313, 0.1006, 0.0743])","tensor([1, 0, 2, 3, 4])"
3273,"tensor([0.0441, 0.0442, 0.0380, 0.0410, 0.0325])","tensor([1, 0, 3, 2, 4])"
3274,"tensor([0.8050, 0.0475, 0.4992, 0.2919, 0.2546])","tensor([0, 2, 3, 4, 1])"
3275,"tensor([0.1906, 0.2656, 0.8773, 0.2475, 0.2192])","tensor([2, 1, 3, 4, 0])"
3276,"tensor([0.4526, 0.2507, 0.4080, 0.2835, 0.4525])","tensor([0, 4, 2, 3, 1])"
3277,"tensor([0.0777, 0.4579, 0.5554, 0.3611, 0.1261, 0.2986])","tensor([2, 1, 3, 5, 4, 0])"
3278,"tensor([0.1315, 0.2531, 0.2514, 0.0332, 0.0656, 0.1568, 0.5272, 0.3433, 0.3051])","tensor([6, 7, 8, 1, 2, 5, 0, 4, 3])"
3279,"tensor([0.2805, 0.7390, 0.2275, 0.2501, 0.1817, 0.2774])","tensor([1, 0, 5, 3, 2, 4])"
3280,"tensor([0.1093, 0.2187, 0.3163, 0.2795, 0.7737, 0.8644])","tensor([5, 4, 2, 3, 1, 0])"
3281,"tensor([0.2430, 0.2618, 0.4473, 0.5409, 0.1403, 0.5461, 0.2608, 0.2374])","tensor([5, 3, 2, 1, 6, 0, 7, 4])"
3282,"tensor([0.0541, 0.1511, 0.1888, 0.1427, 0.2117, 0.4605, 0.7064, 0.1412])","tensor([6, 5, 4, 2, 1, 3, 7, 0])"
3283,"tensor([0.2870, 0.2721, 0.2299, 0.1983, 0.8135, 0.2116])","tensor([4, 0, 1, 2, 5, 3])"
3284,"tensor([0.5602, 0.6445, 0.1445, 0.1925, 0.2421])","tensor([1, 0, 4, 3, 2])"
3285,"tensor([0.1342, 0.4588, 0.6650, 0.2005, 0.1359])","tensor([2, 1, 3, 4, 0])"
3286,"tensor([0.1469, 0.1376, 0.2803, 0.5854, 0.4019, 0.2301])","tensor([3, 4, 2, 5, 0, 1])"
3287,"tensor([0.5584, 0.8567, 0.4276, 0.3484, 0.1031, 0.0384, 0.0936, 0.0936, 0.2383])","tensor([1, 0, 2, 3, 8, 4, 6, 7, 5])"
3288,"tensor([0.2217, 0.2996, 0.1637, 0.3440, 0.8092, 0.1682, 0.2535, 0.2073])","tensor([4, 3, 1, 6, 0, 7, 5, 2])"
3289,"tensor([0.2166, 0.2555, 0.2375, 0.2740, 0.7152])","tensor([4, 3, 1, 2, 0])"
3290,"tensor([0.2436, 0.2287, 0.2658, 0.1907, 0.5203])","tensor([4, 2, 0, 1, 3])"
3291,"tensor([0.0203, 0.1775, 0.1155, 0.5068, 0.8419, 0.2158, 0.0538])","tensor([4, 3, 5, 1, 2, 6, 0])"
3292,"tensor([0.1216, 0.1122, 0.1006, 0.2550, 0.6114, 0.1874])","tensor([4, 3, 5, 0, 1, 2])"
3293,"tensor([0.4394, 0.2158, 0.4016, 0.7363, 0.6220])","tensor([3, 4, 0, 2, 1])"
3294,"tensor([0.1691, 0.0831, 0.1182, 0.5860, 0.4156])","tensor([3, 4, 0, 2, 1])"
3295,"tensor([0.2251, 0.0282, 0.4664, 0.4037, 0.6925, 0.4477, 0.2139, 0.3056])","tensor([4, 2, 5, 3, 7, 0, 6, 1])"
3296,"tensor([0.3127, 0.1794, 0.2017, 0.2146, 0.0118, 0.4412, 0.1276, 0.1116, 0.0906])","tensor([5, 0, 3, 2, 1, 6, 7, 8, 4])"
3297,"tensor([0.0788, 0.1503, 0.3176, 0.3950, 0.1060])","tensor([3, 2, 1, 4, 0])"
3298,"tensor([0.2950, 0.2697, 0.2104, 0.1158, 0.5986, 0.2978, 0.7065])","tensor([6, 4, 5, 0, 1, 2, 3])"
3299,"tensor([0.3028, 0.1919, 0.2390, 0.1482, 0.4023, 0.8052, 0.4108, 0.4254, 0.0735])","tensor([5, 7, 6, 4, 0, 2, 1, 3, 8])"
3300,"tensor([0.1751, 0.2412, 0.3194, 0.4292, 0.3688, 0.3782, 0.3984, 0.1726])","tensor([3, 6, 5, 4, 2, 1, 0, 7])"
3301,"tensor([0.3830, 0.1969, 0.1600, 0.3047, 0.1502, 0.1188, 0.1188, 0.7064, 0.4037])","tensor([7, 8, 0, 3, 1, 2, 4, 5, 6])"
3302,"tensor([ 0.6519,  0.0315, -0.0012,  0.1088,  0.1763,  0.1902])","tensor([0, 5, 4, 3, 1, 2])"
3303,"tensor([0.1076, 0.1173, 0.4273, 0.6021, 0.4797, 0.0942, 0.2687])","tensor([3, 4, 2, 6, 1, 0, 5])"
3304,"tensor([0.2137, 0.1036, 0.2142, 0.7780, 0.7975])","tensor([4, 3, 2, 0, 1])"
3305,"tensor([0.2653, 0.7333, 0.6763, 0.3227, 0.3967, 0.2280, 0.0704, 0.0920])","tensor([1, 2, 4, 3, 0, 5, 7, 6])"
3306,"tensor([0.5877, 0.5889, 0.6451, 0.8872, 0.1712])","tensor([3, 2, 1, 0, 4])"
