,cos_scores,sorted_snippets
716,"tensor([0.3777, 0.1909, 0.2147, 0.0435, 0.3229])","tensor([0, 4, 2, 1, 3])"
717,"tensor([0.2523, 0.4023, 0.0390, 0.2145, 0.5091, 0.1594, 0.1375, 0.1560])","tensor([4, 1, 0, 3, 5, 7, 6, 2])"
718,"tensor([0.2674, 0.2116, 0.1717, 0.7527, 0.2962])","tensor([3, 4, 0, 1, 2])"
719,"tensor([0.2011, 0.2168, 0.2967, 0.4706, 0.4004, 0.2443, 0.1565])","tensor([3, 4, 2, 5, 1, 0, 6])"
720,"tensor([0.0672, 0.0089, 0.3453, 0.3017, 0.4140, 0.5292, 0.3170])","tensor([5, 4, 2, 6, 3, 0, 1])"
721,"tensor([0.1559, 0.1902, 0.2029, 0.1262, 0.0392, 0.1465, 0.0704])","tensor([2, 1, 0, 5, 3, 6, 4])"
722,"tensor([0.1747, 0.1411, 0.1207, 0.2098, 0.3534, 0.6630, 0.2876, 0.3679, 0.2437])","tensor([5, 7, 4, 6, 8, 3, 0, 1, 2])"
723,"tensor([0.2199, 0.6569, 0.5875, 0.2228, 0.1653])","tensor([1, 2, 3, 0, 4])"
724,"tensor([0.3768, 0.0961, 0.1456, 0.4352, 0.4762, 0.4634, 0.6588])","tensor([6, 4, 5, 3, 0, 2, 1])"
725,"tensor([0.1146, 0.6366, 0.6141, 0.5819, 0.2463, 0.2068, 0.1104, 0.1735])","tensor([1, 2, 3, 4, 5, 7, 0, 6])"
726,"tensor([0.5564, 0.0854, 0.1014, 0.2424, 0.3085, 0.3664])","tensor([0, 5, 4, 3, 2, 1])"
727,"tensor([0.0992, 0.1199, 0.6049, 0.1157, 0.1610])","tensor([2, 4, 1, 3, 0])"
728,"tensor([ 0.1370,  0.3466,  0.1116,  0.2601,  0.2296,  0.3857,  0.4822, -0.0035,
         0.0238])","tensor([6, 5, 1, 3, 4, 0, 2, 8, 7])"
729,"tensor([0.1779, 0.2420, 0.0768, 0.1692, 0.3373, 0.6424])","tensor([5, 4, 1, 0, 3, 2])"
730,"tensor([0.0312, 0.5544, 0.1325, 0.2944, 0.2582, 0.4854])","tensor([1, 5, 3, 4, 2, 0])"
731,"tensor([0.4331, 0.6080, 0.0985, 0.1901, 0.4281, 0.2139, 0.1504, 0.1960, 0.1234])","tensor([1, 0, 4, 5, 7, 3, 6, 8, 2])"
732,"tensor([0.5429, 0.2861, 0.2812, 0.2819, 0.3018, 0.2329, 0.0874])","tensor([0, 4, 1, 3, 2, 5, 6])"
733,"tensor([0.1758, 0.0946, 0.0531, 0.2760, 0.1230, 0.0422, 0.7980, 0.3805, 0.3290])","tensor([6, 7, 8, 3, 0, 4, 1, 2, 5])"
734,"tensor([0.0788, 0.1412, 0.0917, 0.5887, 0.1193])","tensor([3, 1, 4, 2, 0])"
735,"tensor([ 0.0848, -0.0060,  0.2878,  0.1083,  0.2155,  0.6072,  0.7528,  0.3165])","tensor([6, 5, 7, 2, 4, 3, 0, 1])"
736,"tensor([0.2171, 0.3563, 0.6319, 0.2494, 0.1455, 0.1585, 0.2122, 0.1897, 0.1688])","tensor([2, 1, 3, 0, 6, 7, 8, 5, 4])"
737,"tensor([0.8251, 0.6081, 0.7262, 0.0963, 0.3325])","tensor([0, 2, 1, 4, 3])"
738,"tensor([0.2382, 0.2083, 0.2552, 0.2337, 0.2913, 0.1638])","tensor([4, 2, 0, 3, 1, 5])"
739,"tensor([0.7390, 0.8052, 0.1838, 0.1705, 0.0599])","tensor([1, 0, 2, 3, 4])"
740,"tensor([0.1717, 0.4918, 0.4801, 0.4499, 0.6289, 0.3569])","tensor([4, 1, 2, 3, 5, 0])"
741,"tensor([0.4726, 0.4732, 0.4926, 0.5197, 0.3897, 0.1926, 0.3465, 0.1141, 0.1724])","tensor([3, 2, 1, 0, 4, 6, 5, 8, 7])"
742,"tensor([0.0762, 0.4882, 0.4846, 0.1290, 0.1153])","tensor([1, 2, 3, 4, 0])"
743,"tensor([0.2240, 0.8425, 0.0883, 0.3449, 0.2479, 0.1190, 0.0628, 0.1415])","tensor([1, 3, 4, 0, 7, 5, 2, 6])"
744,"tensor([0.2101, 0.1732, 0.8035, 0.2626, 0.0644, 0.2194])","tensor([2, 3, 5, 0, 1, 4])"
745,"tensor([0.1697, 0.5628, 0.6343, 0.0507, 0.0319, 0.2872, 0.2946, 0.4944, 0.2506])","tensor([2, 1, 7, 6, 5, 8, 0, 3, 4])"
746,"tensor([0.1569, 0.1350, 0.3366, 0.2202, 0.2752, 0.5400, 0.3147, 0.3472, 0.3518])","tensor([5, 8, 7, 2, 6, 4, 3, 0, 1])"
747,"tensor([0.2601, 0.2654, 0.3078, 0.2654, 0.5976, 0.3275])","tensor([4, 5, 2, 1, 3, 0])"
748,"tensor([0.0772, 0.4439, 0.4300, 0.7271, 0.4614, 0.4944, 0.4618])","tensor([3, 5, 6, 4, 1, 2, 0])"
749,"tensor([0.1881, 0.3196, 0.2892, 0.1498, 0.8082, 0.6109])","tensor([4, 5, 1, 2, 0, 3])"
750,"tensor([0.0884, 0.1610, 0.3690, 0.0717, 0.3586, 0.3384, 0.1561, 0.0797])","tensor([2, 4, 5, 1, 6, 0, 7, 3])"
751,"tensor([0.2135, 0.0673, 0.6488, 0.6811, 0.0491, 0.2446, 0.2029, 0.1967, 0.0839])","tensor([3, 2, 5, 0, 6, 7, 8, 1, 4])"
752,"tensor([0.8238, 0.7828, 0.0047, 0.1112, 0.1323, 0.2889, 0.0841, 0.1566, 0.3291])","tensor([0, 1, 8, 5, 7, 4, 3, 6, 2])"
753,"tensor([0.2252, 0.1770, 0.0399, 0.6689, 0.7021, 0.7213, 0.6559])","tensor([5, 4, 3, 6, 0, 1, 2])"
754,"tensor([0.1127, 0.2567, 0.0029, 0.6325, 0.1455])","tensor([3, 1, 4, 0, 2])"
755,"tensor([0.8407, 0.1796, 0.3220, 0.3150, 0.3451, 0.2007, 0.2671, 0.6470])","tensor([0, 7, 4, 2, 3, 6, 5, 1])"
756,"tensor([0.5674, 0.5815, 0.3820, 0.6197, 0.7055, 0.4009, 0.3837, 0.3991])","tensor([4, 3, 1, 0, 5, 7, 6, 2])"
757,"tensor([0.2105, 0.2311, 0.2731, 0.5801, 0.4032, 0.2306, 0.0834, 0.0106])","tensor([3, 4, 2, 1, 5, 0, 6, 7])"
758,"tensor([0.2507, 0.2771, 0.7316, 0.1853, 0.0817, 0.3092])","tensor([2, 5, 1, 0, 3, 4])"
759,"tensor([0.5787, 0.4410, 0.2553, 0.2527, 0.2765, 0.2850, 0.7727, 0.2656])","tensor([6, 0, 1, 5, 4, 7, 2, 3])"
760,"tensor([0.1654, 0.4841, 0.4578, 0.4831, 0.5265, 0.5162])","tensor([4, 5, 1, 3, 2, 0])"
761,"tensor([0.1662, 0.0155, 0.0659, 0.3316, 0.4775, 0.5546, 0.1462, 0.2308, 0.1033])","tensor([5, 4, 3, 7, 0, 6, 8, 2, 1])"
762,"tensor([0.1073, 0.1078, 0.3346, 0.2094, 0.2359, 0.4184, 0.4035, 0.2715])","tensor([5, 6, 2, 7, 4, 3, 1, 0])"
763,"tensor([0.6591, 0.2022, 0.1274, 0.0853, 0.1599, 0.1628, 0.1373, 0.1667, 0.2912])","tensor([0, 8, 1, 7, 5, 4, 6, 2, 3])"
764,"tensor([0.4024, 0.3128, 0.2288, 0.2455, 0.2728, 0.3548, 0.2321])","tensor([0, 5, 1, 4, 3, 6, 2])"
765,"tensor([0.3727, 0.3296, 0.1742, 0.2061, 0.1784, 0.3008, 0.1602, 0.3839])","tensor([7, 0, 1, 5, 3, 4, 2, 6])"
766,"tensor([0.2430, 0.0375, 0.0531, 0.2001, 0.6757, 0.3412, 0.3438])","tensor([4, 6, 5, 0, 3, 2, 1])"
767,"tensor([0.1030, 0.2509, 0.4684, 0.5564, 0.0936, 0.3055])","tensor([3, 2, 5, 1, 0, 4])"
768,"tensor([0.2050, 0.1110, 0.2142, 0.4865, 0.4624, 0.3073, 0.2833])","tensor([3, 4, 5, 6, 2, 0, 1])"
769,"tensor([0.2865, 0.4961, 0.7560, 0.1707, 0.2963])","tensor([2, 1, 4, 0, 3])"
770,"tensor([ 0.4289,  0.4221, -0.0699,  0.0396, -0.0315,  0.3398,  0.4580,  0.1083,
         0.2145])","tensor([6, 0, 1, 5, 8, 7, 3, 4, 2])"
771,"tensor([0.2908, 0.3313, 0.2782, 0.1773, 0.2802, 0.7886, 0.3689])","tensor([5, 6, 1, 0, 4, 2, 3])"
772,"tensor([0.2630, 0.1392, 0.0358, 0.6160, 0.1832, 0.2543, 0.2479])","tensor([3, 0, 5, 6, 4, 1, 2])"
773,"tensor([0.1036, 0.1559, 0.1282, 0.2019, 0.6099, 0.2551, 0.1992])","tensor([4, 5, 3, 6, 1, 2, 0])"
774,"tensor([0.4378, 0.3193, 0.4130, 0.2474, 0.5345])","tensor([4, 0, 2, 1, 3])"
775,"tensor([0.2868, 0.2994, 0.2545, 0.3378, 0.2865, 0.1561, 0.8282, 0.3731, 0.2769])","tensor([6, 7, 3, 1, 0, 4, 8, 2, 5])"
776,"tensor([0.0888, 0.1263, 0.1574, 0.0960, 0.1861, 0.1928, 0.6381, 0.2835, 0.1583])","tensor([6, 7, 5, 4, 8, 2, 1, 3, 0])"
777,"tensor([ 0.5376,  0.1137,  0.1390,  0.1652,  0.1134,  0.1066,  0.1288,  0.0122,
        -0.0307])","tensor([0, 3, 2, 6, 1, 4, 5, 7, 8])"
778,"tensor([0.1911, 0.3846, 0.0878, 0.2505, 0.6402])","tensor([4, 1, 3, 0, 2])"
779,"tensor([0.0964, 0.3939, 0.4796, 0.3527, 0.1586])","tensor([2, 1, 3, 4, 0])"
780,"tensor([0.4057, 0.7702, 0.1947, 0.2831, 0.2267, 0.3129])","tensor([1, 0, 5, 3, 4, 2])"
781,"tensor([0.2656, 0.2204, 0.2477, 0.7495, 0.1843, 0.1429, 0.2777])","tensor([3, 6, 0, 2, 1, 4, 5])"
782,"tensor([0.5010, 0.0213, 0.1076, 0.3918, 0.2036])","tensor([0, 3, 4, 2, 1])"
783,"tensor([0.1635, 0.6053, 0.0980, 0.1510, 0.2175, 0.4127, 0.3458])","tensor([1, 5, 6, 4, 0, 3, 2])"
784,"tensor([0.1582, 0.1421, 0.2319, 0.2885, 0.3862, 0.6055, 0.2382, 0.1358])","tensor([5, 4, 3, 6, 2, 0, 1, 7])"
785,"tensor([0.3553, 0.0811, 0.3603, 0.1297, 0.0696, 0.1572, 0.1541, 0.0735])","tensor([2, 0, 5, 6, 3, 1, 7, 4])"
786,"tensor([0.1846, 0.6242, 0.4339, 0.3055, 0.1262])","tensor([1, 2, 3, 0, 4])"
787,"tensor([0.5516, 0.7167, 0.4855, 0.2157, 0.1796, 0.1541])","tensor([1, 0, 2, 3, 4, 5])"
788,"tensor([0.2575, 0.4390, 0.1974, 0.3748, 0.3269, 0.3628, 0.2838])","tensor([1, 3, 5, 4, 6, 0, 2])"
789,"tensor([0.5739, 0.1301, 0.0878, 0.0877, 0.3980, 0.0752])","tensor([0, 4, 1, 2, 3, 5])"
790,"tensor([0.5573, 0.5529, 0.4823, 0.3275, 0.3454, 0.1606, 0.0964, 0.0787, 0.3963])","tensor([0, 1, 2, 8, 4, 3, 5, 6, 7])"
791,"tensor([0.1949, 0.1587, 0.1712, 0.4329, 0.5849])","tensor([4, 3, 0, 2, 1])"
792,"tensor([0.3779, 0.2738, 0.0377, 0.0136, 0.7262])","tensor([4, 0, 1, 2, 3])"
793,"tensor([ 0.5030,  0.4051,  0.0220,  0.1291,  0.0243,  0.2514, -0.0483])","tensor([0, 1, 5, 3, 4, 2, 6])"
794,"tensor([0.0763, 0.0868, 0.1488, 0.5258, 0.1856, 0.1273])","tensor([3, 4, 2, 5, 1, 0])"
795,"tensor([0.3170, 0.6650, 0.4433, 0.2650, 0.3635, 0.3965])","tensor([1, 2, 5, 4, 0, 3])"
796,"tensor([0.0990, 0.1490, 0.2950, 0.6880, 0.2490])","tensor([3, 2, 4, 1, 0])"
797,"tensor([0.0343, 0.3206, 0.0902, 0.5793, 0.1846, 0.1191, 0.3835, 0.5025, 0.2937])","tensor([3, 7, 6, 1, 8, 4, 5, 2, 0])"
798,"tensor([0.3312, 0.7550, 0.7009, 0.0707, 0.2331, 0.1488])","tensor([1, 2, 0, 4, 5, 3])"
799,"tensor([ 0.5196,  0.5666, -0.0360,  0.1449,  0.3178,  0.1252])","tensor([1, 0, 4, 3, 5, 2])"
800,"tensor([0.4280, 0.5382, 0.5164, 0.4568, 0.0752])","tensor([1, 2, 3, 0, 4])"
801,"tensor([0.2742, 0.4841, 0.1355, 0.2277, 0.0252])","tensor([1, 0, 3, 2, 4])"
802,"tensor([0.7409, 0.1718, 0.1239, 0.2028, 0.1358, 0.3903])","tensor([0, 5, 3, 1, 4, 2])"
803,"tensor([0.0771, 0.1733, 0.1911, 0.2749, 0.1571, 0.0274, 0.0909, 0.2701, 0.1038])","tensor([3, 7, 2, 1, 4, 8, 6, 0, 5])"
804,"tensor([ 0.2734,  0.2996,  0.5693,  0.0390,  0.0892,  0.0431,  0.1539,  0.0267,
        -0.0302])","tensor([2, 1, 0, 6, 4, 5, 3, 7, 8])"
805,"tensor([0.4821, 0.1901, 0.2040, 0.0647, 0.0345, 0.1229, 0.6183, 0.2879, 0.0223])","tensor([6, 0, 7, 2, 1, 5, 3, 4, 8])"
806,"tensor([ 0.1460,  0.1078, -0.0294,  0.2787,  0.1471,  0.2759,  0.1376,  0.4672,
         0.2721])","tensor([7, 3, 5, 8, 4, 0, 6, 1, 2])"
807,"tensor([0.0285, 0.5446, 0.3621, 0.1341, 0.2528])","tensor([1, 2, 4, 3, 0])"
808,"tensor([-0.0560, -0.0040,  0.1367,  0.0624,  0.2198,  0.6714,  0.4249])","tensor([5, 6, 4, 2, 3, 1, 0])"
809,"tensor([0.1672, 0.1552, 0.0570, 0.1193, 0.0860, 0.2996, 0.3094, 0.2081, 0.4834])","tensor([8, 6, 5, 7, 0, 1, 3, 4, 2])"
810,"tensor([0.6259, 0.3965, 0.2092, 0.1614, 0.1256, 0.1640, 0.1208, 0.2143, 0.1580])","tensor([0, 1, 7, 2, 5, 3, 8, 4, 6])"
811,"tensor([0.4174, 0.3191, 0.2933, 0.2610, 0.2105, 0.6727])","tensor([5, 0, 1, 2, 3, 4])"
812,"tensor([0.1703, 0.2289, 0.7068, 0.3436, 0.5144])","tensor([2, 4, 3, 1, 0])"
813,"tensor([ 0.4898,  0.3816,  0.5249,  0.4581, -0.0318,  0.1096])","tensor([2, 0, 3, 1, 5, 4])"
814,"tensor([0.1783, 0.2852, 0.2668, 0.3610, 0.6621])","tensor([4, 3, 1, 2, 0])"
815,"tensor([0.3597, 0.4847, 0.2305, 0.4842, 0.5722])","tensor([4, 1, 3, 0, 2])"
816,"tensor([0.0465, 0.5235, 0.4522, 0.6992, 0.7201, 0.1519])","tensor([4, 3, 1, 2, 5, 0])"
817,"tensor([0.2945, 0.2625, 0.0874, 0.3357, 0.1171, 0.6462, 0.3927])","tensor([5, 6, 3, 0, 1, 4, 2])"
818,"tensor([0.5681, 0.4025, 0.1780, 0.1510, 0.2037, 0.1953, 0.0265])","tensor([0, 1, 4, 5, 2, 3, 6])"
819,"tensor([0.4433, 0.3096, 0.0378, 0.3584, 0.3402, 0.2176, 0.3822])","tensor([0, 6, 3, 4, 1, 5, 2])"
820,"tensor([ 0.0357,  0.2332,  0.1574,  0.6978, -0.0374])","tensor([3, 1, 2, 0, 4])"
821,"tensor([0.1865, 0.1110, 0.4384, 0.1913, 0.2894, 0.4499])","tensor([5, 2, 4, 3, 0, 1])"
822,"tensor([0.1403, 0.0476, 0.2243, 0.2266, 0.1753, 0.0706, 0.4939])","tensor([6, 3, 2, 4, 0, 5, 1])"
823,"tensor([-0.0755,  0.0555,  0.0150,  0.1418,  0.0856,  0.0303,  0.6974,  0.1903])","tensor([6, 7, 3, 4, 1, 5, 2, 0])"
824,"tensor([0.3884, 0.6184, 0.4833, 0.4471, 0.5968, 0.7478, 0.5401, 0.3568])","tensor([5, 1, 4, 6, 2, 3, 0, 7])"
825,"tensor([0.4665, 0.6917, 0.3115, 0.3461, 0.3282, 0.3728, 0.3660, 0.3040])","tensor([1, 0, 5, 6, 3, 4, 2, 7])"
826,"tensor([0.3115, 0.3026, 0.2691, 0.5737, 0.5902, 0.6546, 0.5013, 0.3873])","tensor([5, 4, 3, 6, 7, 0, 1, 2])"
827,"tensor([0.2363, 0.1515, 0.1686, 0.4260, 0.3848, 0.3331, 0.2095, 0.1079])","tensor([3, 4, 5, 0, 6, 2, 1, 7])"
828,"tensor([0.1048, 0.1401, 0.1620, 0.5051, 0.1434])","tensor([3, 2, 4, 1, 0])"
829,"tensor([0.1740, 0.2481, 0.1091, 0.1394, 0.0434, 0.4694])","tensor([5, 1, 0, 3, 2, 4])"
830,"tensor([0.2058, 0.2416, 0.0329, 0.2308, 0.1593, 0.1037, 0.4651])","tensor([6, 1, 3, 0, 4, 5, 2])"
831,"tensor([0.8165, 0.1221, 0.3652, 0.5820, 0.2989, 0.0195])","tensor([0, 3, 2, 4, 1, 5])"
832,"tensor([0.2136, 0.5264, 0.6545, 0.3922, 0.1789, 0.1708])","tensor([2, 1, 3, 0, 4, 5])"
833,"tensor([0.1999, 0.0141, 0.3074, 0.6280, 0.0904])","tensor([3, 2, 0, 4, 1])"
834,"tensor([0.4932, 0.5769, 0.5801, 0.4073, 0.2951])","tensor([2, 1, 0, 3, 4])"
835,"tensor([0.1971, 0.7954, 0.7793, 0.4168, 0.0415, 0.1158, 0.0658, 0.0776, 0.0456])","tensor([1, 2, 3, 0, 5, 7, 6, 8, 4])"
836,"tensor([ 0.5196,  0.5666, -0.0360,  0.1449,  0.0549,  0.3178])","tensor([1, 0, 5, 3, 4, 2])"
837,"tensor([0.3553, 0.0811, 0.3603, 0.1297, 0.0696, 0.1572, 0.1541, 0.0735])","tensor([2, 0, 5, 6, 3, 1, 7, 4])"
838,"tensor([0.2406, 0.2190, 0.2330, 0.6314, 0.0315])","tensor([3, 0, 2, 1, 4])"
839,"tensor([0.2450, 0.1979, 0.3233, 0.3412, 0.1683, 0.1135, 0.5968])","tensor([6, 3, 2, 0, 1, 4, 5])"
840,"tensor([0.2891, 0.0496, 0.2749, 0.5615, 0.4169, 0.0913, 0.1387, 0.1079, 0.0624])","tensor([3, 4, 0, 2, 6, 7, 5, 8, 1])"
841,"tensor([0.4634, 0.3282, 0.1777, 0.0551, 0.1369, 0.0520, 0.0456, 0.2560, 0.1722])","tensor([0, 1, 7, 2, 8, 4, 3, 5, 6])"
842,"tensor([0.3429, 0.6370, 0.1587, 0.3346, 0.1131, 0.1265])","tensor([1, 0, 3, 2, 5, 4])"
843,"tensor([0.0781, 0.1912, 0.0874, 0.0623, 0.0991, 0.5980, 0.0844, 0.2861])","tensor([5, 7, 1, 4, 2, 6, 0, 3])"
844,"tensor([0.6224, 0.2240, 0.3917, 0.4583, 0.3686, 0.0814, 0.2363])","tensor([0, 3, 2, 4, 6, 1, 5])"
845,"tensor([0.3098, 0.6480, 0.3477, 0.3338, 0.5881])","tensor([1, 4, 2, 3, 0])"
846,"tensor([0.5592, 0.7118, 0.2319, 0.2668, 0.1391, 0.3345, 0.5791])","tensor([1, 6, 0, 5, 3, 2, 4])"
847,"tensor([0.0512, 0.1726, 0.2429, 0.3131, 0.7750, 0.1784, 0.0941])","tensor([4, 3, 2, 5, 1, 6, 0])"
848,"tensor([0.3624, 0.3584, 0.3067, 0.2804, 0.3179, 0.6700])","tensor([5, 0, 1, 4, 2, 3])"
849,"tensor([0.1530, 0.0758, 0.0706, 0.2111, 0.5041, 0.1628])","tensor([4, 3, 5, 0, 1, 2])"
850,"tensor([0.2950, 0.6294, 0.2394, 0.2232, 0.2673])","tensor([1, 0, 4, 2, 3])"
851,"tensor([0.2115, 0.0897, 0.7363, 0.1508, 0.1307, 0.1660, 0.1782, 0.2000, 0.1924])","tensor([2, 0, 7, 8, 6, 5, 3, 4, 1])"
852,"tensor([0.2450, 0.2597, 0.2375, 0.5229, 0.3060, 0.2035, 0.1836])","tensor([3, 4, 1, 0, 2, 5, 6])"
853,"tensor([0.0962, 0.1127, 0.0903, 0.1476, 0.1535, 0.6686])","tensor([5, 4, 3, 1, 0, 2])"
854,"tensor([0.0963, 0.1208, 0.0569, 0.5637, 0.2020])","tensor([3, 4, 1, 0, 2])"
855,"tensor([0.1999, 0.0141, 0.3074, 0.6280, 0.0904])","tensor([3, 2, 0, 4, 1])"
856,"tensor([0.5707, 0.5450, 0.0946, 0.6556, 0.3410])","tensor([3, 0, 1, 4, 2])"
857,"tensor([0.6007, 0.5860, 0.5283, 0.5232, 0.5723, 0.5501, 0.4057, 0.4246])","tensor([0, 1, 4, 5, 2, 3, 7, 6])"
858,"tensor([0.1998, 0.2682, 0.6405, 0.7438, 0.2407, 0.2927, 0.5386, 0.5055])","tensor([3, 2, 6, 7, 5, 1, 4, 0])"
859,"tensor([0.1444, 0.3137, 0.5551, 0.3550, 0.0213, 0.0340])","tensor([2, 3, 1, 0, 5, 4])"
860,"tensor([0.3113, 0.1388, 0.1485, 0.2023, 0.1653])","tensor([0, 3, 4, 2, 1])"
861,"tensor([0.0551, 0.4126, 0.4322, 0.7915, 0.1767, 0.2376, 0.1529, 0.1634])","tensor([3, 2, 1, 5, 4, 7, 6, 0])"
862,"tensor([0.5790, 0.3628, 0.2901, 0.3055, 0.4930, 0.3471, 0.1656])","tensor([0, 4, 1, 5, 3, 2, 6])"
863,"tensor([0.7401, 0.3181, 0.2097, 0.1879, 0.2010, 0.1440])","tensor([0, 1, 2, 4, 3, 5])"
864,"tensor([0.2988, 0.3051, 0.2809, 0.6680, 0.2629, 0.5059])","tensor([3, 5, 1, 0, 2, 4])"
865,"tensor([0.0162, 0.3060, 0.3739, 0.4349, 0.5672])","tensor([4, 3, 2, 1, 0])"
866,"tensor([0.0961, 0.0295, 0.0920, 0.0522, 0.1402, 0.1227, 0.0746])","tensor([4, 5, 0, 2, 6, 3, 1])"
867,"tensor([0.2021, 0.1540, 0.1816, 0.4452, 0.2260, 0.6728, 0.0513, 0.1625, 0.2248])","tensor([5, 3, 4, 8, 0, 2, 7, 1, 6])"
868,"tensor([0.0857, 0.2132, 0.2148, 0.1055, 0.6664])","tensor([4, 2, 1, 3, 0])"
869,"tensor([0.3996, 0.5414, 0.4163, 0.3606, 0.1373])","tensor([1, 2, 0, 3, 4])"
870,"tensor([0.1841, 0.1831, 0.1915, 0.5183, 0.6818, 0.2149, 0.0802])","tensor([4, 3, 5, 2, 0, 1, 6])"
871,"tensor([0.3594, 0.2073, 0.3102, 0.4420, 0.1954, 0.0204, 0.5143])","tensor([6, 3, 0, 2, 1, 4, 5])"
872,"tensor([ 0.1775,  0.5389,  0.0797,  0.0375, -0.0207])","tensor([1, 0, 2, 3, 4])"
873,"tensor([0.4174, 0.3191, 0.2933, 0.2610, 0.2105, 0.6727])","tensor([5, 0, 1, 2, 3, 4])"
874,"tensor([0.0826, 0.4448, 0.4601, 0.3135, 0.1098])","tensor([2, 1, 3, 4, 0])"
875,"tensor([0.0857, 0.2132, 0.2148, 0.1055, 0.6664])","tensor([4, 2, 1, 3, 0])"
876,"tensor([0.3242, 0.3149, 0.9346, 0.4961, 0.2509, 0.2255, 0.3494])","tensor([2, 3, 6, 0, 1, 4, 5])"
877,"tensor([0.1918, 0.2814, 0.4356, 0.2766, 0.3086, 0.0901, 0.1509, 0.0211, 0.0588])","tensor([2, 4, 1, 3, 0, 6, 5, 8, 7])"
878,"tensor([0.2297, 0.3000, 0.2804, 0.3350, 0.4139, 0.4285])","tensor([5, 4, 3, 1, 2, 0])"
879,"tensor([0.1414, 0.2099, 0.0956, 0.1952, 0.4097, 0.3875, 0.1764])","tensor([4, 5, 1, 3, 6, 0, 2])"
880,"tensor([-0.0303,  0.1658,  0.2570,  0.1194,  0.3417])","tensor([4, 2, 1, 3, 0])"
881,"tensor([0.1423, 0.1680, 0.6136, 0.3053, 0.4126, 0.4058])","tensor([2, 4, 5, 3, 1, 0])"
882,"tensor([0.0530, 0.3597, 0.3641, 0.3964, 0.3605, 0.5470, 0.5063, 0.7219])","tensor([7, 5, 6, 3, 2, 4, 1, 0])"
883,"tensor([0.2545, 0.1898, 0.2814, 0.2862, 0.4785, 0.4698, 0.2517, 0.7479])","tensor([7, 4, 5, 3, 2, 0, 6, 1])"
884,"tensor([0.1805, 0.4468, 0.5194, 0.7928, 0.5396, 0.3797, 0.2183, 0.2618, 0.3779])","tensor([3, 4, 2, 1, 5, 8, 7, 6, 0])"
885,"tensor([0.2472, 0.0918, 0.1433, 0.1727, 0.2195, 0.1290, 0.2848, 0.7775])","tensor([7, 6, 0, 4, 3, 2, 5, 1])"
886,"tensor([0.1378, 0.3047, 0.0924, 0.0718, 0.2990, 0.0351])","tensor([1, 4, 0, 2, 3, 5])"
887,"tensor([0.1665, 0.2268, 0.2602, 0.2523, 0.1836, 0.2607, 0.4531, 0.5222])","tensor([7, 6, 5, 2, 3, 1, 4, 0])"
888,"tensor([0.3261, 0.0930, 0.0857, 0.7255, 0.7457, 0.2973, 0.2613, 0.4979, 0.2840])","tensor([4, 3, 7, 0, 5, 8, 6, 1, 2])"
889,"tensor([0.3968, 0.4373, 0.3802, 0.6420, 0.1920, 0.1130, 0.1782])","tensor([3, 1, 0, 2, 4, 6, 5])"
890,"tensor([0.5335, 0.5793, 0.0897, 0.1883, 0.1097, 0.1945])","tensor([1, 0, 5, 3, 4, 2])"
891,"tensor([0.6650, 0.4285, 0.0920, 0.1737, 0.1493])","tensor([0, 1, 3, 4, 2])"
892,"tensor([0.2025, 0.2507, 0.5814, 0.2020, 0.1776, 0.7164])","tensor([5, 2, 1, 0, 3, 4])"
893,"tensor([0.0916, 0.4731, 0.4551, 0.6108, 0.3068, 0.8190, 0.1309])","tensor([5, 3, 1, 2, 4, 6, 0])"
894,"tensor([0.1721, 0.0416, 0.0799, 0.1152, 0.3064, 0.5176])","tensor([5, 4, 0, 3, 2, 1])"
895,"tensor([0.7396, 0.1652, 0.1886, 0.4761, 0.1942, 0.5871])","tensor([0, 5, 3, 4, 2, 1])"
896,"tensor([0.0587, 0.1632, 0.1381, 0.4675, 0.3151, 0.6417, 0.3195])","tensor([5, 3, 6, 4, 1, 2, 0])"
897,"tensor([0.8132, 0.2646, 0.4577, 0.0844, 0.1195, 0.2337, 0.3084, 0.2726, 0.2996])","tensor([0, 2, 6, 8, 7, 1, 5, 4, 3])"
898,"tensor([0.2228, 0.2997, 0.2789, 0.7071, 0.0892])","tensor([3, 1, 2, 0, 4])"
899,"tensor([0.7116, 0.1325, 0.0763, 0.0283, 0.1625])","tensor([0, 4, 1, 2, 3])"
900,"tensor([0.0705, 0.6275, 0.3690, 0.3422, 0.0826])","tensor([1, 2, 3, 4, 0])"
901,"tensor([0.0306, 0.1066, 0.1072, 0.1657, 0.1117, 0.7189])","tensor([5, 3, 4, 2, 1, 0])"
902,"tensor([0.5177, 0.6012, 0.0678, 0.1837, 0.3569])","tensor([1, 0, 4, 3, 2])"
903,"tensor([0.1020, 0.2171, 0.4303, 0.6840, 0.0842, 0.2027, 0.0950])","tensor([3, 2, 1, 5, 0, 6, 4])"
904,"tensor([ 6.5350e-01, -1.1795e-02,  1.7944e-02, -5.3949e-04,  7.3564e-02,
        -3.5146e-02, -1.0740e-02,  1.0984e-02])","tensor([0, 4, 2, 7, 3, 6, 1, 5])"
905,"tensor([0.1936, 0.3076, 0.3869, 0.2429, 0.0815, 0.1488, 0.0621, 0.1162])","tensor([2, 1, 3, 0, 5, 7, 4, 6])"
