,cos_scores,sorted_snippets
966,"tensor([0.7787, 0.7810, 0.7930, 0.7180, 0.9216, 0.7505, 0.7578])","tensor([4, 2, 1, 0, 6, 5, 3])"
967,"tensor([0.7408, 0.7803, 0.7651, 0.7874, 0.7497, 0.8581])","tensor([5, 3, 1, 2, 4, 0])"
968,"tensor([0.8150, 0.7859, 0.7730, 0.8054, 0.8458])","tensor([4, 0, 3, 1, 2])"
969,"tensor([0.7253, 0.7349, 0.7550, 0.7600, 0.7113, 0.8828, 0.7326, 0.7128, 0.7300])","tensor([5, 3, 2, 1, 6, 8, 0, 7, 4])"
970,"tensor([0.7388, 0.8151, 0.8178, 0.8438, 0.7721, 0.7800])","tensor([3, 2, 1, 5, 4, 0])"
971,"tensor([0.7744, 0.7579, 0.7397, 0.7567, 0.7487, 0.7811, 0.7399])","tensor([5, 0, 1, 3, 4, 6, 2])"
972,"tensor([0.8048, 0.7913, 0.8844, 0.9320, 0.9070, 0.9384, 0.8792, 0.8836, 0.8686])","tensor([5, 3, 4, 2, 7, 6, 8, 0, 1])"
973,"tensor([0.7725, 0.7445, 0.7517, 0.8477, 0.7731])","tensor([3, 4, 0, 2, 1])"
974,"tensor([0.9358, 0.8023, 0.7573, 0.8218, 0.7989, 0.7786, 0.7802, 0.7743])","tensor([0, 3, 1, 4, 6, 5, 7, 2])"
975,"tensor([0.8098, 0.8124, 0.8937, 0.8091, 0.8550])","tensor([2, 4, 1, 0, 3])"
976,"tensor([0.7846, 0.9056, 0.8475, 0.8302, 0.8056, 0.7836])","tensor([1, 2, 3, 4, 0, 5])"
977,"tensor([0.9014, 0.7865, 0.7872, 0.8250, 0.8399])","tensor([0, 4, 3, 2, 1])"
978,"tensor([0.7758, 0.9301, 0.7567, 0.7368, 0.8519, 0.7647])","tensor([1, 4, 0, 5, 2, 3])"
979,"tensor([0.7356, 0.7549, 0.7749, 0.7673, 0.7608, 0.8279, 0.8879, 0.7672])","tensor([6, 5, 2, 3, 7, 4, 1, 0])"
980,"tensor([0.8286, 0.7196, 0.9290, 0.8016, 0.8077, 0.7790, 0.7579])","tensor([2, 0, 4, 3, 5, 6, 1])"
981,"tensor([0.7422, 0.7483, 0.7387, 0.8919, 0.7403, 0.8502])","tensor([3, 5, 1, 0, 4, 2])"
982,"tensor([0.7430, 0.9486, 0.8943, 0.9094, 0.8928])","tensor([1, 3, 2, 4, 0])"
983,"tensor([0.8645, 0.8977, 0.9571, 0.8063, 0.7974, 0.7746, 0.7700, 0.7723, 0.7832])","tensor([2, 1, 0, 3, 4, 8, 5, 7, 6])"
984,"tensor([0.7877, 0.8860, 0.7877, 0.7877, 0.7877, 0.7877, 0.7877, 0.7929, 0.7877])","tensor([1, 7, 0, 2, 3, 4, 5, 6, 8])"
985,"tensor([0.7738, 0.8631, 0.7655, 0.7739, 0.7364, 0.7810, 0.7658, 0.7826])","tensor([1, 7, 5, 3, 0, 6, 2, 4])"
986,"tensor([0.8058, 0.7966, 0.7988, 0.7785, 0.7794, 0.7761, 0.7849, 0.8831])","tensor([7, 0, 2, 1, 6, 4, 3, 5])"
987,"tensor([0.7616, 0.7664, 0.8769, 0.7593, 0.7695])","tensor([2, 4, 1, 0, 3])"
988,"tensor([0.7664, 0.7969, 0.7860, 0.7806, 0.7724, 0.7773])","tensor([1, 2, 3, 5, 4, 0])"
989,"tensor([0.7598, 0.7624, 0.7602, 0.8613, 0.9170])","tensor([4, 3, 1, 2, 0])"
990,"tensor([0.8042, 0.9181, 0.7931, 0.8037, 0.7836])","tensor([1, 0, 3, 2, 4])"
991,"tensor([0.8970, 0.7635, 0.8198, 0.8226, 0.7776, 0.7990, 0.7944, 0.7992, 0.8224])","tensor([0, 3, 8, 2, 7, 5, 6, 4, 1])"
992,"tensor([0.7656, 0.7653, 0.7622, 0.8048, 0.8998])","tensor([4, 3, 0, 1, 2])"
993,"tensor([0.7953, 0.8211, 0.8823, 0.8198, 0.8050, 0.7938])","tensor([2, 1, 3, 4, 0, 5])"
994,"tensor([0.7786, 0.7511, 0.7729, 0.9641, 0.7672, 0.7947, 0.7780, 0.7535, 0.7686])","tensor([3, 5, 0, 6, 2, 8, 4, 7, 1])"
995,"tensor([0.9390, 0.7971, 0.7454, 0.7834, 0.7793, 0.7988])","tensor([0, 5, 1, 3, 4, 2])"
996,"tensor([0.7975, 0.7992, 0.8138, 0.8240, 0.8149, 0.8235, 0.8900, 0.7965, 0.7915])","tensor([6, 3, 5, 4, 2, 1, 0, 7, 8])"
997,"tensor([0.7913, 0.7848, 0.8785, 0.8350, 0.7893])","tensor([2, 3, 0, 4, 1])"
998,"tensor([0.8586, 0.8491, 0.8817, 0.9439, 0.8647])","tensor([3, 2, 4, 0, 1])"
999,"tensor([0.8664, 0.8095, 0.8450, 0.8382, 0.8750, 0.8099])","tensor([4, 0, 2, 3, 5, 1])"
1000,"tensor([0.7586, 0.8438, 0.8794, 0.8340, 0.8214, 0.7898, 0.7736, 0.7929])","tensor([2, 1, 3, 4, 7, 5, 6, 0])"
1001,"tensor([0.7472, 0.7472, 0.7472, 0.7472, 0.8748])","tensor([4, 0, 1, 2, 3])"
1002,"tensor([0.7933, 0.7497, 0.7779, 0.8787, 0.8143, 0.8270, 0.8044, 0.7737])","tensor([3, 5, 4, 6, 0, 2, 7, 1])"
1003,"tensor([0.7638, 0.7780, 0.7724, 0.7807, 0.7794, 0.7854, 0.7820, 0.8509])","tensor([7, 5, 6, 3, 4, 1, 2, 0])"
1004,"tensor([0.7472, 0.7439, 0.7544, 0.7705, 0.8204, 0.7698, 0.7545, 0.7627])","tensor([4, 3, 5, 7, 6, 2, 0, 1])"
1005,"tensor([0.8245, 0.7891, 0.7731, 0.7662, 0.8890])","tensor([4, 0, 1, 2, 3])"
1006,"tensor([0.7639, 0.7973, 0.7768, 0.7837, 0.7943, 0.9341, 0.7848, 0.7578])","tensor([5, 1, 4, 6, 3, 2, 0, 7])"
1007,"tensor([0.7778, 0.7777, 0.7680, 0.7639, 0.7862, 0.7697, 0.8152])","tensor([6, 4, 0, 1, 5, 2, 3])"
1008,"tensor([0.7511, 0.8898, 0.7714, 0.7141, 0.7851])","tensor([1, 4, 2, 0, 3])"
1009,"tensor([0.8951, 0.8530, 0.8984, 0.8967, 0.8634, 0.8705, 0.8056])","tensor([2, 3, 0, 5, 4, 1, 6])"
1010,"tensor([0.8087, 0.7607, 0.8535, 0.7901, 0.7823, 0.7611, 0.7706])","tensor([2, 0, 3, 4, 6, 5, 1])"
1011,"tensor([0.8829, 0.9122, 0.7973, 0.7922, 0.8318])","tensor([1, 0, 4, 2, 3])"
1012,"tensor([0.8130, 0.7884, 0.7920, 0.8193, 0.8071])","tensor([3, 0, 4, 2, 1])"
1013,"tensor([0.7800, 0.7903, 0.7963, 0.7865, 0.8243, 0.8124, 0.8812, 0.7937])","tensor([6, 4, 5, 2, 7, 1, 3, 0])"
1014,"tensor([0.7335, 0.9154, 0.8550, 0.8221, 0.7803, 0.8055, 0.7575, 0.7930])","tensor([1, 2, 3, 5, 7, 4, 6, 0])"
1015,"tensor([0.8175, 0.8955, 0.7878, 0.7608, 0.7441, 0.7583, 0.7973, 0.7427])","tensor([1, 0, 6, 2, 3, 5, 4, 7])"
1016,"tensor([0.8034, 0.7475, 0.7883, 0.7995, 0.7841, 0.8055, 0.7611, 0.7765, 0.8311])","tensor([8, 5, 0, 3, 2, 4, 7, 6, 1])"
1017,"tensor([0.7593, 0.9481, 0.7516, 0.7705, 0.7684, 0.7846, 0.7710])","tensor([1, 5, 6, 3, 4, 0, 2])"
1018,"tensor([0.8850, 0.9372, 0.8484, 0.7868, 0.8025, 0.8140, 0.7875])","tensor([1, 0, 2, 5, 4, 6, 3])"
1019,"tensor([0.7726, 0.7928, 0.8078, 0.7947, 0.7925, 0.8191, 0.8913])","tensor([6, 5, 2, 3, 1, 4, 0])"
1020,"tensor([0.7511, 0.8898, 0.7714, 0.7141, 0.7622, 0.7851])","tensor([1, 5, 2, 4, 0, 3])"
1021,"tensor([0.8131, 0.7855, 0.8061, 0.7804, 0.7811, 0.7883, 0.8423, 0.8189, 0.8053])","tensor([6, 7, 0, 2, 8, 5, 1, 4, 3])"
1022,"tensor([0.7694, 0.7611, 0.7628, 0.8501, 0.7822, 0.9063])","tensor([5, 3, 4, 0, 2, 1])"
1023,"tensor([0.9062, 0.8769, 0.8147, 0.7742, 0.7644])","tensor([0, 1, 2, 3, 4])"
1024,"tensor([0.7891, 0.7520, 0.8093, 0.7927, 0.7913, 0.8268, 0.7841])","tensor([5, 2, 3, 4, 0, 6, 1])"
1025,"tensor([0.7764, 0.7760, 0.7660, 0.7612, 0.8959, 0.8926, 0.8110])","tensor([4, 5, 6, 0, 1, 2, 3])"
1026,"tensor([0.7652, 0.8330, 0.7787, 0.7464, 0.7792])","tensor([1, 4, 2, 0, 3])"
1027,"tensor([0.7757, 0.7827, 0.7919, 0.7906, 0.9017])","tensor([4, 2, 3, 1, 0])"
1028,"tensor([0.8046, 0.7782, 0.8112, 0.9163, 0.7867, 0.7915])","tensor([3, 2, 0, 5, 4, 1])"
1029,"tensor([0.7617, 0.7699, 0.7388, 0.7480, 0.7966])","tensor([4, 1, 0, 3, 2])"
1030,"tensor([0.7815, 0.8185, 0.7799, 0.7413, 0.7332, 0.7564, 0.7301, 0.7215, 0.9121])","tensor([8, 1, 0, 2, 5, 3, 4, 6, 7])"
1031,"tensor([0.7881, 0.7753, 0.7482, 0.7831, 0.7814, 0.8516])","tensor([5, 0, 3, 4, 1, 2])"
1032,"tensor([0.8964, 0.8201, 0.7664, 0.8477, 0.8077])","tensor([0, 3, 1, 4, 2])"
1033,"tensor([0.7686, 0.7676, 0.7470, 0.7790, 0.9634, 0.7168])","tensor([4, 3, 0, 1, 2, 5])"
1034,"tensor([0.8976, 0.7799, 0.7912, 0.8025, 0.7883])","tensor([0, 3, 2, 4, 1])"
1035,"tensor([0.7749, 0.7877, 0.7626, 0.7548, 0.7772, 0.7704, 0.8596])","tensor([6, 1, 4, 0, 5, 2, 3])"
1036,"tensor([0.9020, 0.8851, 0.8028, 0.8682, 0.8607, 0.8681, 0.7674, 0.7406])","tensor([0, 1, 3, 5, 4, 2, 6, 7])"
1037,"tensor([0.8047, 0.8225, 0.8401, 0.8606, 0.8304, 0.8375, 0.7637])","tensor([3, 2, 5, 4, 1, 0, 6])"
1038,"tensor([0.8079, 0.8059, 0.8236, 0.9052, 0.8562, 0.8758, 0.8396])","tensor([3, 5, 4, 6, 2, 0, 1])"
1039,"tensor([0.8053, 0.8085, 0.8108, 0.8434, 0.8323, 0.7967])","tensor([3, 4, 2, 1, 0, 5])"
1040,"tensor([0.7542, 0.7651, 0.7760, 0.8994, 0.7594, 0.7817])","tensor([3, 5, 2, 1, 4, 0])"
1041,"tensor([0.9181, 0.7707, 0.7930, 0.8689, 0.9546, 0.8731, 0.7521, 0.7490])","tensor([4, 0, 5, 3, 2, 1, 6, 7])"
1042,"tensor([0.8285, 0.8243, 0.8188, 0.8137, 0.8574, 0.9159])","tensor([5, 4, 0, 1, 2, 3])"
1043,"tensor([0.7836, 0.9508, 0.7544, 0.7633, 0.7746, 0.8202, 0.7613, 0.7978])","tensor([1, 5, 7, 0, 4, 3, 6, 2])"
1044,"tensor([0.8583, 0.8148, 0.8120, 0.7846, 0.8015, 0.7754, 0.7900, 0.7923, 0.7945])","tensor([0, 1, 2, 4, 8, 7, 6, 3, 5])"
1045,"tensor([0.8196, 0.7488, 0.7996, 0.8030, 0.9091])","tensor([4, 0, 3, 2, 1])"
1046,"tensor([0.7856, 0.7474, 0.7283, 0.8173, 0.8173, 0.7591])","tensor([3, 4, 0, 5, 1, 2])"
1047,"tensor([0.7478, 0.7718, 0.7898, 0.7921, 0.9176])","tensor([4, 3, 2, 1, 0])"
1048,"tensor([0.7570, 0.7392, 0.7963, 0.8320, 0.7550, 0.7549, 0.7245, 0.7226])","tensor([3, 2, 0, 4, 5, 1, 6, 7])"
1049,"tensor([0.7611, 0.7481, 0.7531, 0.7453, 0.8402, 0.7954, 0.8383, 0.9595])","tensor([7, 4, 6, 5, 0, 2, 1, 3])"
1050,"tensor([0.7337, 0.7657, 0.7675, 0.8625, 0.8128, 0.7550, 0.8425, 0.8633, 0.7556])","tensor([7, 3, 6, 4, 2, 1, 8, 5, 0])"
1051,"tensor([0.8093, 0.8154, 0.8104, 0.9233, 0.7952, 0.7975, 0.8064, 0.8055, 0.7692])","tensor([3, 1, 2, 0, 6, 7, 5, 4, 8])"
1052,"tensor([0.8758, 0.7690, 0.7718, 0.8301, 0.8128])","tensor([0, 3, 4, 2, 1])"
1053,"tensor([0.7594, 0.7796, 0.7965, 0.9043, 0.8131, 0.8232, 0.7670, 0.7692, 0.7896])","tensor([3, 5, 4, 2, 8, 1, 7, 6, 0])"
1054,"tensor([0.8231, 0.8114, 0.8800, 0.9201, 0.9247, 0.9635, 0.9105, 0.8789, 0.8652])","tensor([5, 4, 3, 6, 2, 7, 8, 0, 1])"
1055,"tensor([0.7936, 0.7495, 0.7894, 0.9033, 0.7853, 0.7547, 0.7730, 0.7784])","tensor([3, 0, 2, 4, 7, 6, 5, 1])"
1056,"tensor([0.8005, 0.8037, 0.8261, 0.7809, 0.7592, 0.7560])","tensor([2, 1, 0, 3, 4, 5])"
1057,"tensor([0.9286, 0.8897, 0.7639, 0.7497, 0.7366, 0.7394])","tensor([0, 1, 2, 3, 5, 4])"
1058,"tensor([0.7679, 0.7716, 0.7617, 0.7851, 0.7714, 0.8419])","tensor([5, 3, 1, 4, 0, 2])"
1059,"tensor([0.8741, 0.8949, 0.8079, 0.8133, 0.8131])","tensor([1, 0, 3, 4, 2])"
1060,"tensor([0.7919, 0.7630, 0.7869, 0.7956, 0.9028])","tensor([4, 3, 0, 2, 1])"
1061,"tensor([0.7478, 0.7718, 0.7898, 0.7921, 0.9176])","tensor([4, 3, 2, 1, 0])"
1062,"tensor([0.7615, 0.7585, 0.8965, 0.7824, 0.7851, 0.7732])","tensor([2, 4, 3, 5, 0, 1])"
1063,"tensor([0.7708, 0.7686, 0.7643, 0.7787, 0.7684, 0.7736, 0.7890])","tensor([6, 3, 5, 0, 1, 4, 2])"
1064,"tensor([0.7526, 0.7801, 0.7867, 0.7396, 0.7713, 0.8253, 0.7429])","tensor([5, 2, 1, 4, 0, 6, 3])"
1065,"tensor([0.7868, 0.7921, 0.8345, 0.8953, 0.7682])","tensor([3, 2, 1, 0, 4])"
1066,"tensor([0.7986, 0.9306, 0.9274, 0.7959, 0.7833, 0.7840])","tensor([1, 2, 0, 3, 5, 4])"
1067,"tensor([0.7459, 0.7789, 0.7786, 0.7905, 0.8100, 0.7484])","tensor([4, 3, 1, 2, 5, 0])"
1068,"tensor([0.8163, 0.8204, 0.8371, 0.8264, 0.8721, 0.7318, 0.7704])","tensor([4, 2, 3, 1, 0, 6, 5])"
1069,"tensor([0.8166, 0.7484, 0.7838, 0.7615, 0.8552, 0.7470])","tensor([4, 0, 2, 3, 1, 5])"
1070,"tensor([0.8508, 0.7757, 0.7698, 0.7733, 0.7840, 0.7836])","tensor([0, 4, 5, 1, 3, 2])"
1071,"tensor([0.7876, 0.7784, 0.8446, 0.8557, 0.7585, 0.8020])","tensor([3, 2, 5, 0, 1, 4])"
1072,"tensor([0.7646, 0.7925, 0.7512, 0.7709, 0.7429, 0.8816, 0.8113])","tensor([5, 6, 1, 3, 0, 2, 4])"
1073,"tensor([0.9097, 0.7813, 0.8090, 0.7994, 0.7996, 0.7883])","tensor([0, 2, 4, 3, 5, 1])"
1074,"tensor([0.7325, 0.7325, 0.7325, 0.7325, 0.7325])","tensor([0, 1, 2, 3, 4])"
1075,"tensor([0.7610, 0.9042, 0.7757, 0.7774, 0.7931, 0.7713, 0.7647, 0.7649])","tensor([1, 4, 3, 2, 5, 7, 6, 0])"
1076,"tensor([0.7665, 0.8252, 0.8608, 0.7135, 0.9424, 0.8302, 0.8495, 0.7135])","tensor([4, 2, 6, 5, 1, 0, 3, 7])"
1077,"tensor([0.7627, 0.9067, 0.7371, 0.7522, 0.7388, 0.7601, 0.7586, 0.7567])","tensor([1, 0, 5, 6, 7, 3, 4, 2])"
1078,"tensor([0.7431, 0.7661, 0.8324, 0.7947, 0.7817])","tensor([2, 3, 4, 1, 0])"
1079,"tensor([0.7852, 0.7992, 0.7623, 0.8354, 0.8192, 0.7725])","tensor([3, 4, 1, 0, 5, 2])"
1080,"tensor([0.9042, 0.7851, 0.7859, 0.7567, 0.8262, 0.9097])","tensor([5, 0, 4, 2, 1, 3])"
1081,"tensor([0.8161, 0.7665, 0.7637, 0.7836, 0.7904, 0.7804, 0.7667, 0.8782])","tensor([7, 0, 4, 3, 5, 6, 1, 2])"
1082,"tensor([0.9024, 0.8325, 0.7835, 0.8013, 0.7725, 0.7962, 0.8020, 0.7980, 0.7729])","tensor([0, 1, 6, 3, 7, 5, 2, 8, 4])"
1083,"tensor([0.8167, 0.7928, 0.7851, 0.7653, 0.7508, 0.7910, 0.8769, 0.8930])","tensor([7, 6, 0, 1, 5, 2, 3, 4])"
1084,"tensor([0.7670, 0.8034, 0.8854, 0.8740, 0.7900])","tensor([2, 3, 1, 4, 0])"
1085,"tensor([0.7624, 0.8321, 0.7953, 0.8069, 0.7799])","tensor([1, 3, 2, 4, 0])"
1086,"tensor([0.7685, 0.8555, 0.9344, 0.8364, 0.9077])","tensor([2, 4, 1, 3, 0])"
1087,"tensor([0.7576, 0.7630, 0.8279, 0.8879, 0.7672])","tensor([3, 2, 4, 1, 0])"
1088,"tensor([0.7917, 0.7835, 0.7626, 0.7594, 0.7531, 0.8031, 0.7802])","tensor([5, 0, 1, 6, 2, 3, 4])"
1089,"tensor([0.7721, 0.7887, 0.7670, 0.7605, 0.7847, 0.7888, 0.9503, 0.7673])","tensor([6, 5, 1, 4, 0, 7, 2, 3])"
1090,"tensor([0.8567, 0.8094, 0.7972, 0.7821, 0.7818, 0.8010, 0.8571, 0.9070, 0.7638])","tensor([7, 6, 0, 1, 5, 2, 3, 4, 8])"
1091,"tensor([0.7504, 0.7487, 0.9526, 0.7871, 0.7737])","tensor([2, 3, 4, 0, 1])"
1092,"tensor([0.8027, 0.7731, 0.7701, 0.8357, 0.8335, 0.8337, 0.9266, 0.8067, 0.8332])","tensor([6, 3, 5, 4, 8, 7, 0, 1, 2])"
1093,"tensor([0.7742, 0.7285, 0.8027, 0.7927, 0.7847])","tensor([2, 3, 4, 0, 1])"
1094,"tensor([0.7605, 0.7805, 0.8996, 0.8267, 0.7751, 0.7750, 0.7703, 0.8176, 0.8033])","tensor([2, 3, 7, 8, 1, 4, 5, 6, 0])"
1095,"tensor([0.8268, 0.8294, 0.7944, 0.7945, 0.8782, 0.8793, 0.8801, 0.9022])","tensor([7, 6, 5, 4, 1, 0, 3, 2])"
1096,"tensor([0.7909, 0.8363, 0.8362, 0.9334, 0.7767, 0.7566, 0.7627, 0.7360, 0.8227])","tensor([3, 1, 2, 8, 0, 4, 6, 5, 7])"
1097,"tensor([0.7906, 0.7657, 0.7968, 0.7934, 0.9448, 0.8723, 0.7907, 0.8117])","tensor([4, 5, 7, 2, 3, 6, 0, 1])"
1098,"tensor([0.7790, 0.7903, 0.7699, 0.7650, 0.7849])","tensor([1, 4, 0, 2, 3])"
1099,"tensor([0.8039, 0.8184, 0.8201, 0.8683, 0.8376])","tensor([3, 4, 2, 1, 0])"
1100,"tensor([0.7520, 0.7778, 0.7893, 0.7782, 0.7510])","tensor([2, 3, 1, 0, 4])"
1101,"tensor([0.7709, 0.7754, 0.8589, 0.7877, 0.7615, 0.7522])","tensor([2, 3, 1, 0, 4, 5])"
1102,"tensor([0.7994, 0.7774, 0.7995, 0.7594, 0.7781, 0.8568])","tensor([5, 2, 0, 4, 1, 3])"
1103,"tensor([0.7499, 0.7514, 0.7614, 0.7449, 0.8872, 0.7598, 0.7739])","tensor([4, 6, 2, 5, 1, 0, 3])"
1104,"tensor([0.8105, 0.7836, 0.8314, 0.7455, 0.8456])","tensor([4, 2, 0, 1, 3])"
1105,"tensor([0.7430, 0.9486, 0.8943, 0.9094, 0.8928])","tensor([1, 3, 2, 4, 0])"
1106,"tensor([0.8046, 0.7782, 0.8112, 0.9163, 0.7915])","tensor([3, 2, 0, 4, 1])"
1107,"tensor([0.7286, 0.7526, 0.7466, 0.7578, 0.7637])","tensor([4, 3, 1, 2, 0])"
1108,"tensor([0.7993, 0.9560, 0.8387, 0.8578, 0.9168, 0.7894])","tensor([1, 4, 3, 2, 0, 5])"
1109,"tensor([0.7853, 0.7867, 0.7849, 0.8835, 0.7924])","tensor([3, 4, 1, 0, 2])"
1110,"tensor([0.7600, 0.7607, 0.7586, 0.7681, 0.7656, 0.7686, 0.8159, 0.8047, 0.7799])","tensor([6, 7, 8, 5, 3, 4, 1, 0, 2])"
1111,"tensor([0.7604, 0.7366, 0.7691, 0.7761, 0.7599, 0.8025, 0.9286])","tensor([6, 5, 3, 2, 0, 4, 1])"
1112,"tensor([0.7301, 0.7751, 0.7474, 0.7845, 0.9806, 0.8994, 0.8124, 0.7698])","tensor([4, 5, 6, 3, 1, 7, 2, 0])"
1113,"tensor([0.7294, 0.6992, 0.7326, 0.7515, 0.7547, 0.7228, 0.7529, 0.7344, 0.7720])","tensor([8, 4, 6, 3, 7, 2, 0, 5, 1])"
1114,"tensor([0.7869, 0.8059, 0.8162, 0.7836, 0.8344, 0.7859, 0.7502, 0.7575, 0.7498])","tensor([4, 2, 1, 0, 5, 3, 7, 6, 8])"
1115,"tensor([0.8351, 0.8355, 0.8247, 0.8355, 0.7920, 0.7882, 0.7845, 0.7857])","tensor([1, 3, 0, 2, 4, 5, 7, 6])"
1116,"tensor([0.7601, 0.8771, 0.8642, 0.8586, 0.8974, 0.7313])","tensor([4, 1, 2, 3, 0, 5])"
1117,"tensor([0.7794, 0.7702, 0.7765, 0.7682, 0.8493])","tensor([4, 0, 2, 1, 3])"
1118,"tensor([0.8516, 0.7957, 0.7762, 0.7887, 0.8103])","tensor([0, 4, 1, 3, 2])"
1119,"tensor([0.7759, 0.7606, 0.7776, 0.8999, 0.8090, 0.7766])","tensor([3, 4, 2, 5, 0, 1])"
1120,"tensor([0.7923, 0.8676, 0.8830, 0.7353, 0.7648])","tensor([2, 1, 0, 4, 3])"
1121,"tensor([0.7757, 0.7827, 0.7895, 0.7906, 0.9017])","tensor([4, 3, 2, 1, 0])"
1122,"tensor([0.7720, 0.8136, 0.7650, 0.9121, 0.7700])","tensor([3, 1, 0, 4, 2])"
1123,"tensor([0.8151, 0.9173, 0.9212, 0.8997, 0.7937, 0.7935, 0.7862])","tensor([2, 1, 3, 0, 4, 5, 6])"
1124,"tensor([0.8143, 0.7816, 0.7874, 0.7943, 0.7797, 0.7965, 0.8445, 0.7858])","tensor([6, 0, 5, 3, 2, 7, 1, 4])"
1125,"tensor([0.7711, 0.8833, 0.8278, 0.8497, 0.8536, 0.7820])","tensor([1, 4, 3, 2, 5, 0])"
1126,"tensor([0.8970, 0.7992, 0.7646, 0.8224, 0.7998, 0.7531])","tensor([0, 3, 4, 1, 2, 5])"
1127,"tensor([0.7705, 0.7825, 0.8223, 0.7639, 0.7580, 0.7884])","tensor([2, 5, 1, 0, 3, 4])"
1128,"tensor([0.8090, 0.8182, 0.7962, 0.8021, 0.8195, 0.7961, 0.7922, 0.8522, 0.7630])","tensor([7, 4, 1, 0, 3, 2, 5, 6, 8])"
1129,"tensor([0.8683, 0.8375, 0.8979, 0.7976, 0.7688])","tensor([2, 0, 1, 3, 4])"
1130,"tensor([0.7396, 0.8198, 0.8133, 0.8897, 0.8472])","tensor([3, 4, 1, 2, 0])"
1131,"tensor([0.7765, 0.7743, 0.8044, 0.8264, 0.8011, 0.7696, 0.7623])","tensor([3, 2, 4, 0, 1, 5, 6])"
1132,"tensor([0.7880, 0.7903, 0.7804, 0.8267, 0.9354, 0.8777, 0.8160])","tensor([4, 5, 3, 6, 1, 0, 2])"
1133,"tensor([0.7883, 0.8625, 0.8743, 0.7871, 0.7984])","tensor([2, 1, 4, 0, 3])"
1134,"tensor([0.7791, 0.7564, 0.7545, 0.7972, 0.7999, 0.8054, 0.9627, 0.7527])","tensor([6, 5, 4, 3, 0, 1, 2, 7])"
1135,"tensor([0.7746, 0.7557, 0.7869, 0.7835, 0.8321])","tensor([4, 2, 3, 0, 1])"
1136,"tensor([0.8596, 0.7776, 0.7922, 0.7904, 0.7788, 0.7715, 0.7864, 0.7787])","tensor([0, 2, 3, 6, 4, 7, 1, 5])"
1137,"tensor([0.8712, 0.7540, 0.7747, 0.9043, 0.7774, 0.7720])","tensor([3, 0, 4, 2, 5, 1])"
1138,"tensor([0.7572, 0.7588, 0.7618, 0.8034, 0.8357, 0.8092, 0.7996, 0.7638, 0.8669])","tensor([8, 4, 5, 3, 6, 7, 2, 1, 0])"
1139,"tensor([0.7522, 0.7950, 0.7890, 0.7758, 0.7821, 0.7968, 0.7909, 0.8844, 0.8003])","tensor([7, 8, 5, 1, 6, 2, 4, 3, 0])"
1140,"tensor([0.7707, 0.8327, 0.7859, 0.8542, 0.8481, 0.8654])","tensor([5, 3, 4, 1, 2, 0])"
1141,"tensor([0.7466, 0.9416, 0.9449, 0.9030, 0.8829, 0.9121, 0.9502])","tensor([6, 2, 1, 5, 3, 4, 0])"
1142,"tensor([0.7721, 0.7596, 0.7714, 0.7772, 0.8894, 0.9363, 0.8254, 0.7547])","tensor([5, 4, 6, 3, 0, 2, 1, 7])"
1143,"tensor([0.7598, 0.7328, 0.7775, 0.9339, 0.8075, 0.7661])","tensor([3, 4, 2, 5, 0, 1])"
1144,"tensor([0.7828, 0.7929, 0.7871, 0.7765, 0.8031, 0.8537])","tensor([5, 4, 1, 2, 0, 3])"
1145,"tensor([0.8428, 0.8490, 0.8653, 0.7802, 0.7620, 0.7730, 0.7642, 0.7869])","tensor([2, 1, 0, 7, 3, 5, 6, 4])"
1146,"tensor([0.7434, 0.7752, 0.7753, 0.8303, 0.8148, 0.8081, 0.8077])","tensor([3, 4, 5, 6, 2, 1, 0])"
1147,"tensor([0.7585, 0.8406, 0.8824, 0.7894, 0.7711, 0.7625, 0.7989])","tensor([2, 1, 6, 3, 4, 5, 0])"
1148,"tensor([0.8230, 0.8234, 0.9101, 0.7872, 0.8147, 0.7847, 0.7914])","tensor([2, 1, 0, 4, 6, 3, 5])"
1149,"tensor([0.9492, 0.9508, 0.8867, 0.8793, 0.8925])","tensor([1, 0, 4, 2, 3])"
1150,"tensor([0.7809, 0.8025, 0.7171, 0.7760, 0.7845, 0.7811, 0.8171])","tensor([6, 1, 4, 5, 0, 3, 2])"
1151,"tensor([0.7781, 0.8652, 0.8009, 0.8451, 0.8654, 0.8482, 0.7834, 0.7835])","tensor([4, 1, 5, 3, 2, 7, 6, 0])"
1152,"tensor([0.8513, 0.7881, 0.9221, 0.8997, 0.8233, 0.8302, 0.7734, 0.7662, 0.7789])","tensor([2, 3, 0, 5, 4, 1, 8, 6, 7])"
1153,"tensor([0.7533, 0.8683, 0.7754, 0.7604, 0.7697])","tensor([1, 2, 4, 3, 0])"
1154,"tensor([0.7873, 0.7697, 0.7883, 0.7916, 0.8753])","tensor([4, 3, 2, 0, 1])"
1155,"tensor([0.7832, 0.8548, 0.7687, 0.7687, 0.7713, 0.7687, 0.7687])","tensor([1, 0, 4, 2, 3, 5, 6])"
1156,"tensor([0.7953, 0.8493, 0.7674, 0.8253, 0.7688, 0.7696])","tensor([1, 3, 0, 5, 4, 2])"
1157,"tensor([0.9240, 0.7675, 0.8421, 0.7849, 0.8243])","tensor([0, 2, 4, 3, 1])"
